instanceID,siteLabel,date,gpsLocation:Latitude,gpsLocation:Longitude,gpsLocation:Altitude,gpsLocation:Accuracy,sitePic__filename,sitePic__type,sitePic__url,sitePic,aspect,slope,SiteNotes,weather,startTime,device,daubPlots__daub_Xcoord,daubPlots__daub_Ycoord,daubPlots__denso,daubPlots__daubplotbare,daubPlots__daubplotltter,daubPlots__daubplotgraminoid,daubPlots__daubplotforb,daubPlots__daubplotshrub,daubPlots__daubplottree,daubPlots__depthOhorizon,daubPlots__depthMhorizon1,daubPlots__depthOhorizon2,daubPlots__depthMhorizon2,daubPlots__depthOhorizon3,daubPlots__depthMhorizon3,daubPlots__depthOhorizon4,daubPlots__depthMhorizon4,daubPlots__tempOhorizon,daubPlots__tempMineral,daubPlots__VegCompositionBlock__speciesCode,daubPlots__VegCompositionBlock__coverClass,vegRich_tree,vegRich_shrub,deadDown,plantMeasurements__plantStartTime,plantMeasurements__taxon,plantMeasurements__indiv,plantMeasurements__xcoord,plantMeasurements__ycoord,plantMeasurements__direction,plantMeasurements__phenology,plantMeasurements__asochost,plantMeasurements__circumStem,plantMeasurements__width,plantMeasurements__width2,plantMeasurements__height,plantMeasurements__height_sample,endTime
uuid:b697f63a-06da-4c93-8260-6ba45354849d,5_3,2018-08-05T18:28:00.000Z,43.30831775,-109.8374756,2684.262725,6,,,,null,West,32,null,overcast,2018-08-05T18:27:58.904Z,C8:14:79:50:D6:8E,32,6,4,0,6,0,0,0,6,3,11,0,9,2,9,0,4,null,null,Douglas fir,6,2,1,34,2018-08-05T19:30:41.427Z,Douglasfir,1,25,0,south,fruiting,null,122,1100,1000,2060,162,2018-08-06T20:17:41.588Z
,,,,,,,,,,,,,,,,,15,0,0,2,1,2,3,0,0,0,4,0,4,0,4,0,3,null,null,Fabaceous thing,4,,,,2018-08-05T19:47:44.810Z,Douglasfir,2,40,0,north,fruiting,null,170,1400,1300,2280,51,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sedum,2,,,,2018-08-05T19:56:36.028Z,Douglasfir,3,15,27,east,fruiting,null,140,700,620,2660,200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antennaria,3,,,,2018-08-05T20:04:59.175Z,Douglas fir,4,18,4,west,fruiting,null,118,700,610,1960,190,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small forb,1,,,,2018-08-05T20:12:48.633Z,Douglas fir,5,26,44,east,vegetative,null,38,300,260,700,206,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca,3,,,,2018-08-05T20:21:28.207Z,Douglas fir,6,37,26,north,vegetative,null,28,260,220,580,195,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiny astragalus,1,,,,2018-08-05T20:28:16.658Z,Douglasfir,7,29,16,north,fruiting,null,147,1000,1050,2960,155,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Achillea,1,,,,2018-08-05T20:47:34.479Z,Doiglasfir,8,21,8,north,fruiting,null,33,300,300,860,200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aster purple,1,,,,2018-08-06T15:08:38.505Z,Dougfir,9,28,4,north,fruiting,null,88,1000,1100,1540,135,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White thing,2,,,,2018-08-06T15:16:08.725Z,Dougfir,10,3,35,south,fruiting,null,50,300,200,1610,216,
,,,,,,,,,,,,,,,,,16,31,0,0,6,2,3,0,0,1,3,2,5,1,4,1,10,null,null,Epilobium ang,2,,,,2018-08-06T15:24:54.514Z,Spruce,1,24,12,north,fruiting,null,130,900,620,2500,205,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purple aster,2,,,,2018-08-06T15:40:24.512Z,Spruce,2,23,30,south,fruiting,null,124,710,600,2960,250,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eriogonum,3,,,,2018-08-06T15:49:29.290Z,White fir,3,25,41,north,fruiting,null,207,900,800,2500,246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Achillea,3,,,,2018-08-06T15:58:44.799Z,Whitefir thought was spruce,4,24,38,west,fruiting,null,118,700,700,3060,234,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabaceous thing,2,,,,2018-08-06T16:04:38.155Z,White fir,5,10,33,south,fruiting,null,55,330,300,1360,210,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiny forb as b4,2,,,,2018-08-06T16:10:57.546Z,Whitefir,6,34,11,east,vegetative,null,34,210,200,700,150,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca,2,,,,2018-08-06T16:20:20.929Z,Whitefir,7,33,11,east,vegetative,null,22,160,120,1060,160,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,1,,,,2018-08-06T16:25:18.062Z,Whitefir,8,34,9,south,fruiting,null,70,320,320,1610,150,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elymus,3,,,,2018-08-06T16:32:11.205Z,Whitefir,9,33,3,west,fruiting,null,7,120,80,180,150,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aster uellow,1,,,,2018-08-06T16:40:41.935Z,Whitefir,10,13,17,north,fruiting,null,104,500,450,1960,260,
,,,,,,,,,,,,,,,,,29,3,0,1,3,2,5,0,3,1,5,1,14,1,8,1,8,null,null,Fabacepus thing,5,,,,2018-08-06T16:49:07.450Z,Artr,1,10,6,null,flowering,null,null,35,30,40,20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eriogonum,4,,,,2018-08-06T17:04:47.241Z,Artr,2,12,2,null,flowering,null,null,100,50,55,40,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antennaria,2,,,,2018-08-06T17:08:41.361Z,Artr,3,24,11,null,vegetative,null,null,28,18,43,35,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca,2,,,,2018-08-06T17:13:01.317Z,Artr,4,25,15,null,vegetative,null,null,80,60,40,30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silene,1,,,,2018-08-06T17:17:06.503Z,Artr,5,24,20,null,flowering,null,null,71,61,54,30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahonia repens,1,,,,2018-08-06T17:21:15.473Z,Artr,6,23,22,null,flowering,null,null,31,30,80,60,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiny forb,1,,,,2018-08-06T17:24:48.746Z,Artr,7,20,24,null,flowering,null,null,89,69,75,30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas fir,6,,,,2018-08-06T17:27:08.471Z,Artr,8,34,27,null,flowering,null,null,160,123,65,50,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:31:11.787Z,Artr,9,34,37,null,flowering,null,null,105,93,70,40,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:35:07.179Z,Artr,10,28,35,null,flowering,null,null,98,71,55,40,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:39:03.437Z,Mahonia repens,1,26,1,null,vegetative,null,null,13,6,13,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:48:14.443Z,Mahrep,2,26,2,null,vegetative,null,null,14,8,10,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:49:06.321Z,Mahrep,3,29,1,null,vegetative,null,null,10,6,10,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:54:51.079Z,Mahrep,4,29,1,null,vegetative,null,null,18,13,12,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:56:31.560Z,Mahrep,5,31,1,null,fruiting,null,null,23,9,11,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:59:32.250Z,Mahrep,6,7,24,null,vegetative,null,null,25,22,12,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:07:35.881Z,Mahrep,7,7,26,null,vegetative,null,null,18,10,12,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:10:27.673Z,Mahrep,8,8,26,null,vegetative,null,null,22,21,15,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:12:21.302Z,Mahrep,9,18,26,null,vegetative,null,null,14,8,11,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:16:58.394Z,Mahrep,10,19,26,null,vegetative,null,null,15,10,13,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:19:15.183Z,Eriogonum,1,22,11,null,flowering,null,null,36,37,30,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:29:36.846Z,Eriogonum,2,25,12,null,flowering,null,null,50,46,49,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:33:05.611Z,Eriogonum,3,25,18,null,flowering,null,null,59,50,32,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:36:03.852Z,Eriogonum,4,24,28,null,flowering,null,null,50,40,29,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:39:18.156Z,Eriogonum,5,28,32,null,flowering,null,null,43,37,38,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:43:08.113Z,Eriogonum,6,24,37,null,flowering,null,75,70,90,30,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:48:38.326Z,Eriogonum,7,31,37,null,flowering,null,null,77,55,38,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:51:53.783Z,Eriogonum,8,18,47,null,flowering,null,null,55,40,39,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:56:07.013Z,Eriogonum,9,22,50,null,flowering,null,null,47,40,37,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:00:49.476Z,Eriogonum,10,22,10,null,flowering,null,null,29,27,33,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:05:00.158Z,Purple,1,24,11,null,flowering,null,null,9,9,40,25,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:11:38.285Z,Purple,2,23,10,null,flowering,null,null,6,6,35,25,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:14:20.665Z,Purpke,3,13,23,null,flowering,null,null,10,8,43,26,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:16:53.253Z,Purple,4,23,12,null,flowering,null,null,6,5,30,16,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:19:31.280Z,Purple,5,29,18,null,flowering,null,null,12,9,42,20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:21:31.686Z,Purple,6,19,23,null,flowering,null,null,5,4,32,20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:26:14.129Z,Purple,7,12,23,null,flowering,null,null,7,7,36,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:29:11.430Z,Purple,8,6,24,null,flowering,null,null,7,6,25,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:31:11.731Z,Purple,9,0,21,null,flowering,null,null,6,5,35,20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:35:01.845Z,Purple,10,30,12,null,flowering,null,null,10,8,36,18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:40:03.694Z,Ast asteagalus groundcover,1,28,2,null,fruiting,null,null,23,20,20,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:47:52.206Z,Ast,2,20,11,null,fruiting,null,null,30,27,18,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:51:49.824Z,Ast,3,15,11,null,fruiting,null,null,20,19,11,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:53:35.200Z,Ast,4,10,11,null,fruiting,null,null,null,null,20,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:57:59.382Z,Ast,5,12,11,null,fruiting,null,null,null,null,32,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:59:16.361Z,Ast,6,7,22,null,fruiting,null,null,null,null,19,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T20:03:14.438Z,Ast,7,5,24,null,fruiting,null,null,40,24,12,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T20:06:19.883Z,Ast,8,0,21,null,fruiting,null,null,33,25,17,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T20:10:32.078Z,Ast,9,24,38,null,fruiting,null,null,null,null,26,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T20:13:18.565Z,Ast,10,26,37,null,fruiting,null,null,29,27,22,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T20:17:20.679Z,null,null,null,null,null,null,null,null,null,null,null,null,
uuid:33d25ec1-b315-4c0e-8ba9-f762cade43e7,5_3,2018-08-05T18:28:00.000Z,43.30831775,-109.8374756,2684.262725,6,,,,null,West,32,null,overcast,2018-08-05T18:27:58.904Z,C8:14:79:50:D6:8E,32,6,4,0,6,0,0,0,6,3,11,0,9,2,9,0,4,null,null,Douglas fir,6,2,1,34,2018-08-05T19:30:41.427Z,Douglasfir,1,25,0,south,fruiting,null,122,1100,1000,2060,162,2018-08-07T14:14:53.237Z
,,,,,,,,,,,,,,,,,15,0,0,2,1,2,3,0,0,0,4,0,4,0,4,0,3,null,null,Fabaceous thing,4,,,,2018-08-05T19:47:44.810Z,Douglasfir,2,40,0,north,fruiting,null,170,1400,1300,2280,51,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sedum,2,,,,2018-08-05T19:56:36.028Z,Douglasfir,3,15,27,east,fruiting,null,140,700,620,2660,200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antennaria,3,,,,2018-08-05T20:04:59.175Z,Douglas fir,4,18,4,west,fruiting,null,118,700,610,1960,190,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small forb,1,,,,2018-08-05T20:12:48.633Z,Douglas fir,5,26,44,east,vegetative,null,38,300,260,700,206,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca,3,,,,2018-08-05T20:21:28.207Z,Douglas fir,6,37,26,north,vegetative,null,28,260,220,580,195,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiny astragalus,1,,,,2018-08-05T20:28:16.658Z,Douglasfir,7,29,16,north,fruiting,null,147,1000,1050,2960,155,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Achillea,1,,,,2018-08-05T20:47:34.479Z,Doiglasfir,8,21,8,north,fruiting,null,33,300,300,860,200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aster purple,1,,,,2018-08-06T15:08:38.505Z,Dougfir,9,28,4,north,fruiting,null,88,1000,1100,1540,135,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White thing,2,,,,2018-08-06T15:16:08.725Z,Dougfir,10,3,35,south,fruiting,null,50,300,200,1610,216,
,,,,,,,,,,,,,,,,,16,31,0,0,6,2,3,0,0,1,3,2,5,1,4,1,10,null,null,Epilobium ang,2,,,,2018-08-06T15:24:54.514Z,Spruce,1,24,12,north,fruiting,null,130,900,620,2500,205,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purple aster,2,,,,2018-08-06T15:40:24.512Z,Spruce,2,23,30,south,fruiting,null,124,710,600,2960,250,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eriogonum,3,,,,2018-08-06T15:49:29.290Z,White fir,3,25,41,north,fruiting,null,207,900,800,2500,246,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Achillea,3,,,,2018-08-06T15:58:44.799Z,Whitefir thought was spruce,4,24,38,west,fruiting,null,118,700,700,3060,234,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabaceous thing,2,,,,2018-08-06T16:04:38.155Z,White fir,5,10,33,south,fruiting,null,55,330,300,1360,210,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiny forb as b4,2,,,,2018-08-06T16:10:57.546Z,Whitefir,6,34,11,east,vegetative,null,34,210,200,700,150,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca,2,,,,2018-08-06T16:20:20.929Z,Whitefir,7,33,11,east,vegetative,null,22,160,120,1060,160,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allium,1,,,,2018-08-06T16:25:18.062Z,Whitefir,8,34,9,south,fruiting,null,70,320,320,1610,150,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elymus,3,,,,2018-08-06T16:32:11.205Z,Whitefir,9,33,3,west,fruiting,null,7,120,80,180,150,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aster uellow,1,,,,2018-08-06T16:40:41.935Z,Whitefir,10,13,17,north,fruiting,null,104,500,450,1960,260,
,,,,,,,,,,,,,,,,,29,3,0,1,3,2,5,0,3,1,5,1,14,1,8,1,8,null,null,Fabacepus thing,5,,,,2018-08-06T16:49:07.450Z,Artr,1,10,6,null,flowering,null,null,35,30,40,20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eriogonum,4,,,,2018-08-06T17:04:47.241Z,Artr,2,12,2,null,flowering,null,null,100,50,55,40,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antennaria,2,,,,2018-08-06T17:08:41.361Z,Artr,3,24,11,null,vegetative,null,null,28,18,43,35,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festuca,2,,,,2018-08-06T17:13:01.317Z,Artr,4,25,15,null,vegetative,null,null,80,60,40,30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silene,1,,,,2018-08-06T17:17:06.503Z,Artr,5,24,20,null,flowering,null,null,71,61,54,30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahonia repens,1,,,,2018-08-06T17:21:15.473Z,Artr,6,23,22,null,flowering,null,null,31,30,80,60,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiny forb,1,,,,2018-08-06T17:24:48.746Z,Artr,7,20,24,null,flowering,null,null,89,69,75,30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas fir,6,,,,2018-08-06T17:27:08.471Z,Artr,8,34,27,null,flowering,null,null,160,123,65,50,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:31:11.787Z,Artr,9,34,37,null,flowering,null,null,105,93,70,40,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:35:07.179Z,Artr,10,28,35,null,flowering,null,null,98,71,55,40,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:39:03.437Z,Mahonia repens,1,26,1,null,vegetative,null,null,13,6,13,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:48:14.443Z,Mahrep,2,26,2,null,vegetative,null,null,14,8,10,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:49:06.321Z,Mahrep,3,29,1,null,vegetative,null,null,10,6,10,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:54:51.079Z,Mahrep,4,29,1,null,vegetative,null,null,18,13,12,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:56:31.560Z,Mahrep,5,31,1,null,fruiting,null,null,23,9,11,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T17:59:32.250Z,Mahrep,6,7,24,null,vegetative,null,null,25,22,12,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:07:35.881Z,Mahrep,7,7,26,null,vegetative,null,null,18,10,12,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:10:27.673Z,Mahrep,8,8,26,null,vegetative,null,null,22,21,15,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:12:21.302Z,Mahrep,9,18,26,null,vegetative,null,null,14,8,11,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:16:58.394Z,Mahrep,10,19,26,null,vegetative,null,null,15,10,13,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:19:15.183Z,Eriogonum,1,22,11,null,flowering,null,null,36,37,30,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:29:36.846Z,Eriogonum,2,25,12,null,flowering,null,null,50,46,49,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:33:05.611Z,Eriogonum,3,25,18,null,flowering,null,null,59,50,32,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:36:03.852Z,Eriogonum,4,24,28,null,flowering,null,null,50,40,29,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:39:18.156Z,Eriogonum,5,28,32,null,flowering,null,null,43,37,38,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:43:08.113Z,Eriogonum,6,24,37,null,flowering,null,75,70,90,30,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:48:38.326Z,Eriogonum,7,31,37,null,flowering,null,null,77,55,38,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:51:53.783Z,Eriogonum,8,18,47,null,flowering,null,null,55,40,39,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T18:56:07.013Z,Eriogonum,9,22,50,null,flowering,null,null,47,40,37,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:00:49.476Z,Eriogonum,10,22,10,null,flowering,null,null,29,27,33,5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:05:00.158Z,Purple,1,24,11,null,flowering,null,null,9,9,40,25,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:11:38.285Z,Purple,2,23,10,null,flowering,null,null,6,6,35,25,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:14:20.665Z,Purpke,3,13,23,null,flowering,null,null,10,8,43,26,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:16:53.253Z,Purple,4,23,12,null,flowering,null,null,6,5,30,16,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:19:31.280Z,Purple,5,29,18,null,flowering,null,null,12,9,42,20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:21:31.686Z,Purple,6,19,23,null,flowering,null,null,5,4,32,20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:26:14.129Z,Purple,7,12,23,null,flowering,null,null,7,7,36,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:29:11.430Z,Purple,8,6,24,null,flowering,null,null,7,6,25,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:31:11.731Z,Purple,9,0,21,null,flowering,null,null,6,5,35,20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:35:01.845Z,Purple,10,30,12,null,flowering,null,null,10,8,36,18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:40:03.694Z,Ast asteagalus groundcover,1,28,2,null,fruiting,null,null,23,20,20,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:47:52.206Z,Ast,2,20,11,null,fruiting,null,null,30,27,18,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:51:49.824Z,Ast,3,15,11,null,fruiting,null,null,20,19,11,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:53:35.200Z,Ast,4,10,11,null,fruiting,null,null,null,null,20,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:57:59.382Z,Ast,5,12,11,null,fruiting,null,null,null,null,32,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T19:59:16.361Z,Ast,6,7,22,null,fruiting,null,null,null,null,19,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T20:03:14.438Z,Ast,7,5,24,null,fruiting,null,null,40,24,12,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T20:06:19.883Z,Ast,8,0,21,null,fruiting,null,null,33,25,17,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T20:10:32.078Z,Ast,9,24,38,null,fruiting,null,null,null,null,26,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06T20:13:18.565Z,Ast,10,26,37,null,fruiting,null,null,29,27,22,10,
